,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.005362913364904447,0.0,0.0,0.01608874009491637,0.031110762399499732,0.14334306933632662,0.5434637187006405,0.24235482145483697,0.018275974648875423,0.0,0.0
S_1,0.0,8.304407006396989e-18,0.0,0.0,8.635680444046164e-34,1.8059766018969714e-11,0.47009729415778795,0.2934596478955656,0.22067100584838584,0.015772052080200917,0.0,0.0
S_2,0.0,1.1291774457410415e-14,0.0,0.0,1.0134348677719419e-37,0.0010752937943878161,0.016817828955481003,0.9448749089007262,0.03621666096940145,0.0010153073799920973,0.0,0.0
