,S_0,S_1,S_2,S_3,S_4
S_0,0.0,46.763032727800756,85.80583231955575,120.48016623541461,73.83837936730392
S_1,46.763032727800756,0.0,79.42421894657278,134.05962144722747,64.23232626423595
S_2,85.80583231955575,79.42421894657278,0.0,150.6974502093296,62.08192304540141
S_3,120.48016623541461,134.05962144722747,150.6974502093296,0.0,151.72255159820014
S_4,73.8383793673039,64.23232626423594,62.081923045401396,151.72255159820008,0.0
