,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.006275801649566367,0.0,0.0,0.018827402472556418,0.028101528244905315,0.15161806718808168,0.5643921945921571,0.2016040337392574,0.02918097211347584,0.0,0.0
S_1,0.0,6.505066839588091e-25,0.0,0.0,1.1681651379401632e-55,5.015742476967989e-15,0.48829719295482815,0.46885587899719794,0.027345732693342995,0.015501195354626088,0.0,0.0
S_2,0.0,4.029732603632239e-26,0.0,0.0,8.590030243800279e-48,6.794858082060742e-07,0.011990904815780414,0.9594931954610804,0.028404619904984656,0.00011060033234645569,0.0,0.0
S_3,0.0,2.820336601013087e-32,0.0,0.0,2.7963561775324077e-09,0.017871211587646922,0.09698471245037539,0.581107037736043,0.3040370232841777,1.2145400817110037e-08,0.0,0.0
