,S_0,S_1,S_2,S_3
S_0,0.9517981727798099,0.03936922130941603,1.0736590146447528e-06,0.00883153225175922
S_1,6.1018097326288395e-18,0.5736735059945433,0.4263264939160633,8.939346362087111e-11
S_2,0.07836393922542087,0.004619371546684778,0.8503633465321905,0.06665334269570387
S_3,0.1588066879727282,8.916643674410278e-21,1.8338051888654829e-16,0.8411933120272715
