,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.00023908017646236801,0.0,0.000477689342094697,0.003346660352151297,0.03107454079116802,0.9263728378622303,0.0363377572671609,0.0016733257241281533,0.00047810848460432833,0.0,0.0
S_1,0.0,0.0,4.026582148312987e-05,0.0,0.005492076559574184,0.005873098471572031,0.07281583337626135,0.8780804821131081,0.03403408708714079,0.0029876986195137493,0.0006764579513466071,0.0,0.0
