,S_0,S_1,S_2,S_3,S_4
S_0,0.0,166.13747607441854,429.2412247580944,353.40174304196023,338.44049520898005
S_1,166.13747607441854,0.0,368.02887710557667,380.27043854166277,340.52960306793676
S_2,429.2412247580944,368.02887710557667,0.0,573.3210088284899,334.3979360274028
S_3,353.40174304196023,380.27043854166277,573.3210088284899,0.0,485.99854748355574
S_4,338.44049520898,340.5296030679367,334.3979360274027,485.99854748355557,0.0
