,S_0,S_1,S_2,S_3
S_0,0.9789960095428243,1.7574857600500056e-07,5.9795986898840236e-09,0.021003808729001094
S_1,1.2473098381924905e-07,7.156436835299348e-09,0.021879225043418615,0.9781206430691608
S_2,0.0014379804072831548,1.8717380490337e-07,0.9985576759594861,4.1564594258288645e-06
S_3,3.285357204902865e-06,0.2584921934804522,6.325026960537376e-07,0.7415038886596469
