,S_0,S_1,S_2,S_3,S_4,S_5,S_6
-0.01773820694150628,0.005155807618895408,0.0,0.0,0.0,0.0,0.0,0.0
-0.006998748317056899,0.005155807618895408,0.0,0.0,0.0,0.0,0.0,0.0
-0.006878080242624884,0.0,0.0,0.0,0.0,8.024823759045285e-05,0.0,0.0
-0.006516076019328837,0.0,0.0,0.0,0.00024093959192486298,0.0,0.0,0.0
-0.006274739870464806,0.0,0.0,0.0,0.0,0.0,0.0002286069685407464,0.0
-0.006033403721600775,0.0,0.0,0.0,0.00024093959192486298,0.0,0.0,0.0
-0.005912735647168759,0.0,0.0,0.00012379718813006917,0.0,0.0,0.0,0.0
-0.0054300633494406975,0.0,0.0,0.0,0.00024093959192486298,0.0,0.0,0.0
-0.005188727200576666,0.0,0.0,0.0,0.00048187918384972597,0.0,0.0,0.0
-0.004947391051712636,0.0,0.0,0.0,0.00024093959192486298,0.0,0.0,0.0
-0.00482672297728062,0.005155807618895408,0.0,0.0,5.114437899971334e-154,0.0,0.0,0.0
-0.004706054902848604,0.0,0.0,0.0,0.00024093959192486298,0.0,0.0,0.0
-0.004585386828416589,0.005155807618895408,0.0,0.0,0.0,0.0,0.0,0.0
-0.004344050679552558,0.0,0.0,0.0,0.000722818775774589,0.0,0.0,0.0
-0.004102714530688527,0.0,0.0,0.0,0.00024093959192486298,0.0,0.0,0.0
-0.003982046456256511,0.0,0.0,0.0,0.000722818775774589,0.0,0.0,0.0
-0.003861378381824496,0.0,0.0,0.0,0.001204697959624315,0.0,0.0,0.0
-0.0037407103073924803,0.0,0.0,0.0,0.0,0.0,0.0002286069685407464,0.0
-0.003620042232960465,0.0,0.0,0.0,0.00048187918384972597,0.0,0.0,0.0
-0.0034993741585284495,0.0,0.0,0.0,0.000722818775774589,0.0,0.0,0.0
-0.0033787060840964342,0.004933458525664226,0.0,0.0,0.0004922699322537,0.0,0.0,0.0
-0.0032580380096644186,0.0,0.0,0.0,0.0009637583676994519,0.0,0.0,0.0
-0.003137369935232403,0.015565223790220822,0.0,0.0,0.0004773087811598452,0.0,0.0,0.0
-0.0030167018608003877,0.0031241140783799,0.0,0.0,0.0017815216116842418,0.0,0.0,0.0
-0.002896033786368372,0.0,0.0,0.0,0.001445637551549178,0.0,0.0,0.0
-0.0027753657119363563,0.0077730253137284246,0.0,0.0,0.0013233305513670524,0.0,0.0,0.0
-0.002654697637504341,3.5792802579463236e-261,0.00023115241893676187,0.0,0.003373153323418951,1.1606269215579037e-39,0.0,0.0
-0.0025340295630723255,0.009730903563783625,0.0,0.0,0.0032589649833191852,4.707087693698238e-05,0.0,0.0
-0.00241336148864031,0.0,0.0,0.0,0.003361389121427845,8.416678742611683e-05,0.0,0.0
-0.0022926934142082946,1.3007571605406746e-111,0.0,0.0,0.006520245775192473,0.0003160380302213432,0.0,0.0
-0.002172025339776279,0.04707439736642481,0.0,2.870712153261276e-269,0.00728317678194793,5.147195246283113e-05,0.0,0.0
-0.0020513572653442637,1.2287684791917805e-151,0.0,0.0,0.0068369505556298915,0.0007722928199792356,0.0,0.0
-0.001930689190912248,0.00017905628029938088,0.0,1.5202084645425134e-53,0.009973984649892378,0.0005373894333603441,0.0,0.0003526209320567878
-0.0018100211164802326,0.010334825790094983,0.0,8.87876047719681e-142,0.010977175476622343,0.000933713466121137,0.0,0.0003437627238578386
-0.0016893530420482171,0.02196939416041253,1.4066456214916942e-134,0.00020009898213511836,0.014263257485804209,0.002401354587708423,1.803019508075467e-115,1.8589530377581254e-14
-0.0015686849676162015,1.935695432178291e-21,2.4927417163970053e-23,0.0005129634500100398,0.014232669680314067,0.002900029268200609,8.843993322703525e-68,0.00057041724275586
-0.001448016893184186,0.01577373763827601,0.0,0.0004847267955924371,0.016972089489931234,0.005569267894575807,1.2020185585782284e-214,0.0002680224496797341
-0.0013273488187521706,2.5509812831193107e-61,1.1429060837921651e-113,0.0021743523095594346,0.024237508951679743,0.008569405327368669,1.0291471184377796e-145,0.0009887174797581823
-0.001206680744320155,0.014056403772375999,2.4192352523002905e-83,0.0013965278158247865,0.020654657804054018,0.012857319435861728,0.0004757301419555171,0.002451131498272977
-0.0010860126698881394,0.08711462689917711,0.0013703658254380464,0.0030101806730752187,0.020776421894671906,0.01441601946956078,0.0009825819736485337,0.004135482189492038
-0.000965344595456124,0.057889051328110015,0.00247140512591748,0.004392598679149989,0.03235130589539453,0.0226245012292796,3.305620601083089e-59,0.010974024186769389
-0.0008446765210241086,3.0717210352964642e-37,0.003931941060298549,0.00991782569405261,0.02689104605022563,0.03333161832221597,0.0015105701997724715,0.0113309837949878
-0.000724008446592093,0.04182942757812852,0.006004214848381125,0.017904291295442132,0.030667900326410872,0.0270576063808413,0.006385476152025137,0.02601192062851934
-0.0006033403721600774,3.375926127432623e-35,0.018442784282515983,0.05398014327558,0.047588454311034444,0.05906036672359895,0.01819765917403103,0.039171153020541076
-0.000482672297728062,1.4590286062250745e-37,0.017434992418071286,0.020624701523037397,0.019955209168330504,0.030053022387802397,0.01886343208917797,0.04224544751406823
-0.0003620042232960465,3.0253898068421205e-06,0.032243986167621023,0.07136057650472927,0.04507165508813786,0.09069279655847894,0.05738410471382785,0.08259673382560538
-0.000241336148864031,0.021681825424095056,0.16422626464267498,0.13178309983043143,0.06701437325042679,0.099956227417016,0.16428373192544482,0.1661488229643718
-0.0001206680744320155,8.566545017215767e-14,0.12930783470012766,0.07262506976959422,0.023751159510634626,0.04043862394009322,0.13109760443446936,0.07267152071630953
0.0,0.1684112924903115,0.22345344610724446,0.12829370483569388,0.052121600645324444,0.10307391975161957,0.22723067332308539,0.131421831052293
0.0001206680744320155,2.0699345845926404e-12,0.13317253933377227,0.07794112072143813,0.019275707464892163,0.039813487613080546,0.12343366990864182,0.06594786301333413
0.000241336148864031,0.04416029789549893,0.18029248562462194,0.16562292222000663,0.0716196239430779,0.10424219007072465,0.16232799383462992,0.15262312824538962
0.0003620042232960465,1.5022156702881605e-20,0.05676642967761794,0.08607328788812516,0.04947709096096617,0.0877248206377738,0.03840115737468732,0.06685973035946301
0.000482672297728062,0.06466091452391615,0.0164281725754343,0.03636635528579399,0.020638944903417278,0.03154153029178614,0.019332535508881952,0.02680475512001837
0.0006033403721600774,3.7499334441919292e-31,0.005916150206706106,0.05613705541259353,0.04530892448248457,0.05691081204921738,0.021639752354141808,0.04972345333201621
0.000724008446592093,0.01729670038411552,0.0035613212403365103,0.02898620154914608,0.03386358538341713,0.024267389695221693,0.00476130207621061,0.023731194721358324
0.0008446765210241086,1.811399721980901e-13,0.0017383765131869918,0.010452650455029994,0.028399643184383285,0.030640813135493227,0.0032348108782869326,0.007512813800972213
0.000965344595456124,0.017319663209227655,0.0008891598341321605,0.009898926388254344,0.035507252948768185,0.021409377817193802,3.638443020620454e-56,0.008675823393468346
0.0010860126698881394,0.049546266287805965,0.0012226460586402424,0.003936652686418125,0.01965432700287932,0.012918959008494072,2.673253866885511e-82,0.0034053813153674126
