lag,acf,lower,upper
1,0.04610646996736254,0.036511935691903655,0.05570100424282143
2,0.045755452127263126,0.03614054336092179,0.05537036089360446
3,0.04692363338106707,0.03728870128257166,0.056558565479562485
4,0.04693856535536186,0.037282619240816293,0.056594511469907426
5,0.03791145874501122,0.028234530914824845,0.047588386575197594
6,0.03495012484979512,0.025259534059460624,0.04464071564012962
7,0.03760814400256872,0.027905956490846574,0.047310331514290864
8,0.04454845396604574,0.0348328560492135,0.05426405188287798
9,0.04165135745487565,0.0319169739897067,0.0513857409200446
10,0.04418003944525797,0.034429263971974204,0.05393081491854173
11,0.03129114092408298,0.02152195556689808,0.04106032628126788
12,0.04284387916657912,0.03306547176290356,0.05262228657025468
13,0.04207792465652798,0.03228225195784823,0.05187359735520773
14,0.031267821024710665,0.021455523627432943,0.04108011842198839
15,0.040344768854196404,0.030523303564878736,0.05016623414351407
16,0.02699448928823999,0.01715777964367566,0.03683119893280432
17,0.02576262163671865,0.015919094922776742,0.03560614835066056
18,0.03324439133614031,0.023394659643084497,0.043094123029196116
19,0.03914597053816418,0.02928591521029468,0.049006025866033684
20,0.03900760039316658,0.02913324862746905,0.04888195215886411
21,0.02648829687188907,0.016599770008543298,0.03637682373523484
22,0.03826090567044995,0.028365849292332265,0.04815596204856763
23,0.03386891457848169,0.023960248722655026,0.043777580434308364
24,0.025643204878310174,0.01572388774220897,0.035562522014411374
25,0.026005415887225335,0.01607999808728594,0.03593083368716473
26,0.023993059338735804,0.014061371222513197,0.03392474745495841
27,0.02860692527387765,0.018669902833956618,0.03854394771379868
28,0.04368572274954334,0.03374112207025056,0.05363032342883612
29,0.021942039940317716,0.011979788872839474,0.03190429100779596
30,0.028337964817320888,0.018371265928044916,0.03830466370659686
31,0.021619743607618685,0.011645630382314103,0.03159385683292327
32,0.02872637422009974,0.01874794798253083,0.03870480045766865
33,0.040100394923457024,0.03011435873594823,0.05008643111096582
34,0.021227454686001773,0.011226605943342448,0.0312283034286611
35,0.02858154942551773,0.01857655384788126,0.0385865450031542
36,0.021885855210162623,0.011873346182660168,0.03189836423766508
37,0.03211181331651121,0.022094901413125964,0.042128725219896454
38,0.018217237804624527,0.008190853974740765,0.02824362163450829
39,0.023174377095656642,0.013144946756171456,0.03320380743514183
40,0.03228962537589338,0.022255266919696287,0.042323983832090475
41,0.02655419110742841,0.016510272222752958,0.03659810999210386
42,0.019003465253754542,0.008953085795158204,0.029053844712350882
43,0.022176089268732265,0.012122402617505391,0.03222977591995914
44,0.020422373954754377,0.010364185410720025,0.03048056249878873
45,0.017390346935422133,0.007328341954472777,0.02745235191637149
46,0.01960527070707093,0.009540499293712626,0.029670042120429237
47,0.021551060881112916,0.01148277456154629,0.03161934720067954
48,0.022016124472024834,0.011943592563055553,0.03208865638099412
49,0.019392151516217836,0.009315190711882351,0.02946911232055332
50,0.020580639493205505,0.010500243930340932,0.03066103505607008
51,0.017755378326988275,0.007671115492696742,0.027839641161279807
52,0.016776189229753748,0.006689048986802348,0.026863329472705148
53,0.017225665193487835,0.0071359568555053425,0.027315373531470327
54,0.043451990695007756,0.03335957551483635,0.05354440587517916
55,0.012619112079511326,0.002509490025222343,0.02272873413380031
56,0.015119810823011767,0.005008738864445746,0.025230882781577788
57,0.015799846215651385,0.005686693129918501,0.02591299930138427
58,0.016380619653674173,0.006265194516533771,0.026496044790814577
59,0.019157474973288218,0.009039608250858134,0.029275341695718302
60,0.011165477111706467,0.001044271794338851,0.021286682429074083
61,0.01620679618845612,0.006084457046663362,0.02632913533024888
62,0.018991147602277613,0.008866420044216559,0.029115875160338665
63,0.014448733061711959,0.004320726842328457,0.02457673928109546
64,0.010367051911651014,0.00023714836304453493,0.020496955460257493
65,0.009814748978956482,-0.0003161312042326593,0.019945629162145623
66,0.02519776022154349,0.01506600477196578,0.035329515671121206
67,0.014094270497894341,0.003956747869863143,0.02423179312592554
68,0.0059768422006600645,-0.004162484120004556,0.016116168521324685
69,0.015207954546165026,0.005068303904305967,0.025347605188024085
70,0.009080848512790871,-0.0010609016560330607,0.019222598681614803
71,0.008574088520370223,-0.0015684101138487404,0.01871658715458919
72,0.014811711081060974,0.004668545233870867,0.02495487692825108
73,0.008633307783498356,-0.0015118489300873627,0.018778464497084077
74,0.020652053592838403,0.010506220595411796,0.03079788659026501
75,0.00505562099002004,-0.005094081052352822,0.015205323032392902
76,0.008534779647443013,-0.001615154208342906,0.018684713503228933
77,0.007913309602939643,-0.002237284877957676,0.018063904083836964
78,0.005088209482029033,-0.0050629528839842165,0.015239371848042282
79,0.002500527774530046,-0.0076508693692497005,0.012651924918309791
80,0.004966402626160302,-0.00518505121775948,0.015117856470080085
81,0.009668383265992838,-0.0004832942432303703,0.019820060775216045
82,0.009549932510876841,-0.0006025926151737859,0.01970245763692747
83,0.006959324121728546,-0.0031940279112743592,0.01711267615473145
84,0.007612543608866156,-0.0025412475237855487,0.01776633474151786
85,0.011160894807752302,0.0010065783018904772,0.02131521131361413
86,0.013232332481467568,0.0030768867753077148,0.023387778187627422
87,0.010140938180571176,-1.609456490062576e-05,0.020297970926042977
88,0.006460574497327031,-0.0036973902511021,0.016618539245756164
89,0.006017462044130782,-0.004140880951120272,0.016175805039381836
90,0.008508550779973019,-0.0016501203442892045,0.01866722190423524
91,0.01065667411153391,0.000497346980889558,0.020816001242178264
92,0.002078059036994002,-0.008082297067243522,0.012238415141231525
93,0.008086741060095132,-0.0020736541690923177,0.01824713628928258
