,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.0,0.0,0.0009560857696115639,0.001434226768155512,0.028444575578484028,0.9323495574114006,0.03346889526686183,0.0031076031327866246,0.00023905607269958008,0.0,0.0
S_1,0.0,0.0,0.0,0.0,0.002862851224371006,0.0031655143956144847,0.07338985696352918,0.8822929019723552,0.03239919529148643,0.005572376162344567,0.00031730399029919205,0.0,0.0
