,S_0,S_1,S_2,S_3,S_4
S_0,0.0,328.9411684650513,696.7179333210772,712.6048050325205,617.977401195485
S_1,328.9411684650512,0.0,642.7776055230639,668.0588498786975,445.5245412853677
S_2,696.7179333210772,642.7776055230642,0.0,258.63459384664725,765.1615720208932
S_3,712.6048050325205,668.0588498786977,258.63459384664725,0.0,780.2825491039621
S_4,617.9774011954852,445.5245412853679,765.1615720208933,780.2825491039623,0.0
