,S_0,S_1,S_2,S_3,S_4
S_0,0.0,263.85939372910724,372.2368355984178,297.14130754606487,289.04817509248227
S_1,263.8593937291072,0.0,325.1997961287469,369.9024066755978,298.32418261411703
S_2,372.2368355984178,325.1997961287469,0.0,532.4528065346617,325.77979067710106
S_3,297.14130754606487,369.90240667559794,532.4528065346618,0.0,420.55188149990784
S_4,289.04817509248227,298.32418261411715,325.77979067710106,420.5518814999078,0.0
