,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,0.0,0.0,0.0006085721669153159,0.024045548105824464,0.14206852592969488,0.6540451446201041,0.16541698901113808,0.013815047086033391,0.0,1.73080289876812e-07
S_1,0.0,0.0,0.0,0.0,3.9447190269187464e-13,2.6948635838296666e-13,0.39352410719262404,0.5051978480429159,0.06424933343472256,0.03702871132907344,0.0,2.868892320115318e-17
S_2,0.0,0.0,0.0,0.0,1.0064401866901109e-05,2.4280237258341e-05,0.0008351522744055648,0.9783841156718842,0.020501493997364395,0.0001971800079914256,0.0,4.771340922906545e-05
S_3,0.0,0.0,0.0,0.0,0.03766194834428698,8.962488548120631e-22,0.17418686593939814,0.47380930126956483,0.2961826286981862,0.010829350168203973,0.0,0.007329905580359877
