,S_0,S_1,S_2,S_3,S_4
S_0,0.0,79.25067782395539,161.5850795064193,163.8646792591687,89.93185876561766
S_1,79.25067782395536,0.0,154.90552570635342,156.79221759839302,84.40730701475844
S_2,161.5850795064193,154.90552570635344,0.0,65.92420876735149,158.08589031867078
S_3,163.8646792591687,156.79221759839305,65.92420876735149,0.0,158.8058058701604
S_4,89.93185876561769,84.40730701475849,158.0858903186708,158.80580587016047,0.0
