,S_0,S_1,S_2,S_3
S_0,0.5532696619150258,0.4438773960723678,0.002852932468758647,9.543847671403465e-09
S_1,1.3813240602961564e-06,0.02895817279432369,0.9710403215318064,1.2434980972107218e-07
S_2,0.07443137585323738,0.005915769107590439,0.8781618876446721,0.041490967394500186
S_3,0.0004600464311561548,3.625772917629007e-06,0.2929163910416299,0.7066199367542965
