,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.0,0.0,0.0009559933105026838,0.0026296120450734505,0.04302319721833077,0.9051008480916529,0.04470453941293509,0.002629520858970837,0.0007172171555444676,0.00023907190698989558,0.0
S_1,0.0,0.0,0.0,0.0,0.0038424324823482744,0.0035191189310516697,0.13380330358436562,0.8066193498789501,0.047141043503119116,0.004538469325982994,0.0003982025175578614,0.00013807977662445893,0.0
