,S_0,S_1,S_2,S_3,S_4
S_0,0.0,288.44549390659563,301.9157853775342,329.73536645279796,256.9406841364312
S_1,288.44549390659563,0.0,268.1468760891709,439.0419513241817,289.1216507388925
S_2,301.9157853775342,268.1468760891709,0.0,510.51316935047805,249.53067752297238
S_3,329.73536645279796,439.0419513241817,510.51316935047817,0.0,519.7814234671486
S_4,256.9406841364312,289.1216507388925,249.53067752297238,519.7814234671486,0.0
