,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,0.0,1.9679876008245086e-06,0.0008374245314869612,0.00496176090989415,0.05342343614659642,0.8590694335239766,0.07272281437690883,0.006470898349389231,0.0025122641741471613,0.0
S_1,0.0,0.0,0.0,0.004991680454870637,3.9420023210604857e-16,0.02038889016014544,0.24619457438784212,0.5761610439452765,0.14589508817536015,0.006368666592072722,5.628443217733646e-08,0.0
