,S_0,S_1,S_2,S_3
S_0,0.0,291.9535576083311,197.28695646031306,246.09861628579154
S_1,291.95355760833104,0.0,283.3098145316014,255.6414438037331
S_2,197.28695646031304,283.3098145316014,0.0,252.5259184406535
S_3,246.09861628579154,255.64144380373318,252.52591844065356,0.0
