,S_0,S_1,S_2,S_3,S_4
S_0,0.45316400080910774,0.15508788134812773,2.2708158177207205e-06,1.3925205001843901e-08,0.3917458331017418
S_1,0.9762949116238541,0.01186901417678578,6.306953030097487e-06,5.565711534122222e-05,0.011774110130988804
S_2,0.000836714284704638,0.022660896476015678,1.3442297393641784e-09,0.16348316963705128,0.8130192182579987
S_3,0.019346865679479883,0.7611040837725126,0.001193730627074084,0.02959149853230428,0.1887638213886291
S_4,0.001138745112410516,0.6089296689997037,0.05549455986206696,0.0008360619152033768,0.3336009641106155
