,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12,O_13,O_14,O_15,O_16,O_17,O_18,O_19,O_20,O_21,O_22,O_23,O_24,O_25,O_26,O_27,O_28,O_29,O_30,O_31,O_32,O_33,O_34,O_35,O_36,O_37,O_38,O_39,O_40,O_41,O_42,O_43,O_44,O_45,O_46,O_47,O_48,O_49,O_50,O_51,O_52,O_53,O_54,O_55,O_56,O_57,O_58,O_59,O_60,O_61,O_62,O_63
S_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.175172428161661e-229,8.593841324491877e-14,3.678946318840315e-10,0.02633080490965981,0.0992910694502381,0.1644466205779598,0.3340878955211738,0.2044172407556653,0.11767706685962816,0.046153949458847855,4.155088262093141e-06,0.006454810607215837,0.00045065951420837804,0.0006857268891602266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008005550756177104,4.869820945022216e-08,0.05505777974577764,0.15242027794256657,0.17836936392276062,0.18558790621192706,0.2298415468847411,0.15209565385089296,0.03001674494234827,0.008605127024816202,1.9782977068465253e-11,3.360945214229081e-39,1.4252088920803285e-93,0.0,0.0,0.0,5e-324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7971814464e-313,3.853026227815901e-11,0.0020816752592998887,0.015215828462611523,0.025864579913589116,0.07971004665252156,0.14887308443263986,0.1361705769580748,0.1796698813287388,0.1330922951757206,0.14161143456130137,0.06919983262606841,0.045479058428239204,0.014785571161990753,0.007962532415755634,1.6582388290882312e-18,1.3568103087117516e-133,0.00022403374590739724,0.0,1.1552130312707799e-242,0.0,1.878179061920185e-267,5.956883901090674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.218749927630374e-307,7.907085056285999e-42,0.017128019190414078,0.031330781680432886,0.10691574510894093,0.19334255229168212,0.3508618887888339,0.14653159353768955,0.10581005862198672,0.03514726264856694,0.012932098131450995,3.5426242115333626e-28,8.169536488673069e-97,1.889724332674513e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1970110067956416e-247,0.0,4.5643401330116815e-308,1.2719166185731737e-187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3733346e-315,0.0
S_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.807540190560883e-31,1.0984828307634983e-08,0.009011791632355591,0.06371686184721426,0.19056094228774537,0.4574601881024094,0.20135670584692097,0.06928066353587922,0.00849469114007046,0.00011814462257633361,5.012843888648052e-25,1.554783334581196e-188,9.354201977003466e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7919278286070937e-243,0.0029428093561361195,0.006778724752187545,0.010470055754847747,0.038725244535009036,0.0590532439440709,0.10906150109971818,0.138030024036795,0.2689052333678191,0.1368991437995803,0.1222661351478799,0.07262705792728541,0.019023865162668973,0.010178059165816074,0.0028359497306577903,0.0018784804679147556,0.00032447175161314385,6.609816400058804e-122,0.0,0.0,0.0,5.039497793797254e-271,1.900229335603117e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S_6,0.0,0.0002503050194175843,0.0,0.0,0.0,0.0,0.0,0.0,0.0005006100388351686,0.0005006100388351686,0.0,0.0,0.0,0.0,0.0002503050194175843,0.0005006100388351686,0.0002503050194175843,0.0,0.0015018301165055056,0.0017521351359230898,0.0005006100388351686,0.0017521351359230898,0.0045054903495165164,0.005006100388351685,0.009261285718450618,0.015029777059852223,0.02490842891241134,0.048857760101545966,0.06446417517176722,0.07179863653632668,0.09895155798098135,0.09030364417444875,0.1353176063264084,0.07955132470086525,0.10445842400299128,0.07668098625417577,0.056759437915229624,0.04007937426756414,0.021784004864795765,0.015827107248082905,0.009071281240630651,0.0059414371474539205,0.003754575291263764,0.002002440155340674,0.0017521351359230898,0.0005006100388351686,0.000917148045908166,0.001001220077670337,0.0002503050194175843,0.001001220077670337,0.0005006100388351686,0.0,0.0007509150582527528,0.0002503050194175843,0.0007509150582527528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002503050194175843,0.0
