,S_0,S_1,S_2,S_3,S_4
S_0,0.0,51.486463357637405,72.02000591651789,95.67818292791767,63.144396167746464
S_1,51.48646335763739,0.0,69.36160700434846,117.03808584091003,63.30888054445569
S_2,72.02000591651789,69.36160700434847,0.0,129.82707697527113,44.218779171751855
S_3,95.67818292791767,117.03808584091004,129.82707697527113,0.0,129.16793194899995
S_4,63.14439616774648,63.30888054445572,44.21877917175186,129.16793194899998,0.0
