,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,0.0,1.840595546527859e-34,0.0,0.059838292977064125,0.13332305479276607,0.6528211265801875,0.11137054056638067,0.04264698508360155,2.255644561903194e-16,0.0
S_1,0.0,0.0,0.0,4.549910731986659e-56,0.0,1.5889863180035975e-07,0.3824100441709224,0.42729170104054504,0.17996319741322186,0.01033489800899619,4.676826917025152e-10,0.0
S_2,0.0,0.0,0.0,7.433479901045723e-66,0.0,0.0009549968565009645,0.027716404470170278,0.9350349620461988,0.03529276159235194,4.055529182088126e-06,0.000996819505595872,0.0
S_3,0.0,0.0,0.0,0.007117061400950334,0.0,0.00022004075685896972,0.19322649278607262,0.49320090063030214,0.3062125074162031,2.2996967213555593e-05,4.239901685260502e-11,0.0
