,S_0,S_1,S_2,S_3
S_0,0.0,292.7284178426538,225.86354996934654,246.47188912196486
S_1,292.7284178426538,0.0,278.14430911259797,263.07052951953597
S_2,225.86354996934654,278.14430911259797,0.0,258.2216700280453
S_3,246.47188912196486,263.07052951953597,258.2216700280453,0.0
