,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.0,0.0002390628735357399,0.0,0.0014343772412144394,0.03179536218025341,0.9242170690891705,0.03848912263925412,0.0035859431030360986,0.0002390628735357399,0.0,0.0
