,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.0,0.00102975900718386,0.0,3.11130735710127e-08,0.10155358198538651,0.7704557640971162,0.12696086379723973,3.447965885322384e-18,5.453210812563237e-52,0.0,0.0
S_1,0.0,0.0,0.0,1.9024777751278755e-34,0.0,0.006188511433209769,0.002165331477859261,0.963927876531786,0.02771828055714486,8.322898942717449e-29,1.3637109668978035e-27,0.0,0.0
S_2,0.0,0.0,0.0,1.3344380156861304e-111,0.0,4.3748497794868336e-10,0.005891814789066789,0.982904174376352,0.01084420021555719,7.625694035832747e-06,0.0003521844875032492,0.0,0.0
S_3,0.0,0.0,0.0,2.1285842348356514e-69,0.0,0.027917625295813774,0.10123047816276891,0.7750871510250681,0.007679098477851103,0.0880856470384982,1.0272257745909224e-43,0.0,0.0
