,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,0.0,7.536888933989193e-07,0.0,0.008808337609708299,0.06586928651873392,0.8488575870588685,0.07080253619226956,0.0056606856735150314,8.132580115119601e-07,0.0
S_1,0.0,0.0,0.0,0.006288718739984804,0.0,0.0007586883165302786,0.17399890507195823,0.6517902225563994,0.15452838872900337,0.006346820974723654,0.006288255611400234,0.0
