,S_0,S_1,S_2,S_3,S_4,S_5,S_6
-0.011283270166245111,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
-0.010354059681966102,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
-0.00915936048789309,0.011690002724549509,0.0,0.0,2.7921767322480952e-272,0.0,0.0,0.0
-0.006238984680159061,0.0,0.0,0.0,0.0,8.286943809983448e-05,0.0,0.0
-0.00610624032526206,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
-0.005973495970365059,0.011141911628951687,0.0,0.0,0.00022760726452334738,0.0,0.0,0.0
-0.005708007260571056,3.829971696720585e-149,0.0,0.0,0.0008696548928364558,0.0,0.0,0.0
-0.005309774195880052,0.0,0.0,0.0,0.0,0.0,0.00013268656179928504,0.0
-0.004778796776292047,0.004984218855834439,0.0,0.0,0.0005595433658459523,0.0,0.0,0.0
-0.004646052421395046,0.0,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
-0.004247819356704042,0.0,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
-0.004115075001807041,0.0,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
-0.0039823306469100395,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
-0.003849586292013038,0.0,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
-0.003716841937116037,9.849262598696318e-268,0.0,0.0,0.0006522411696273418,0.0,0.0,0.0
-0.0035840975822190356,0.0,0.0,0.0,0.0010870686160455697,0.0,0.0,0.0
-0.0034513532273220343,0.0,0.0,0.0,0.0006522411696273418,0.0,0.0,0.0
-0.003318608872425033,0.0,0.0,0.0,0.0013044823392546836,0.0,0.0,0.0
-0.0031858645175280318,0.017849619648532503,0.0,0.0,0.0009725104520688351,0.0,0.0,0.0
-0.00305312016263103,0.009650351862694148,0.0,0.0,0.0017772437450042755,0.0,0.0,0.0
-0.0029203758077340288,0.023182094048738347,0.0,0.0,0.0017429905935780448,0.0,0.0,0.0
-0.0027876314528370275,0.0,0.0,0.0,0.0032612058481367094,0.0,0.0,0.0
-0.002654887097940026,5.564052452890339e-155,0.0,0.0,0.005000515633809621,0.0,0.0,0.0
-0.002522142743043025,0.0,0.0,0.0,0.004085199829375887,0.00010027355606818566,0.0,0.0
-0.0023893983881460236,0.0,0.0,0.0,0.004867585547490397,0.0004650148364817439,0.0,0.0
-0.0022566540332490223,0.0,0.0,0.0,0.005821994965650737,0.000515579230605997,0.0,0.0
-0.002123909678352021,4.668645284467771e-244,0.0,0.0,0.010423305146728571,0.0002533932333663335,0.0,0.0
-0.0019911653234550197,0.0,0.0,0.0,0.009985855791646998,0.0005030009146523162,0.0,0.0
-0.0018584209685580185,0.040329780754258956,0.0,3.468887935113275e-84,0.011201505748555624,0.0023103616912371837,8.09e-321,0.00014656736497055034
-0.0017256766136610172,0.0,1.9500063366433942e-266,0.001418940458511529,0.016306912287353974,0.0021846931900509105,0.0,8.063473998078938e-43
-0.0015929322587640159,0.08297708687973986,4.5399109088744454e-237,0.003122701691153415,0.021475740989474353,0.0041707722340756535,2.1010456819641978e-170,2.9396616754422486e-11
-0.0014601879038670144,0.06908681945943769,2.364135345296564e-139,0.011394925084340141,0.01876330566181799,0.007760253662434812,4.057851968571019e-119,1.1079327662539652e-09
-0.001327443548970013,0.05590100844181234,0.0004297633723363521,0.00048127433476965906,0.01826507575892916,0.012782025905902245,0.0017181339251391516,0.0032904654781598483
-0.0011946991940730118,0.02695143667728099,5.724617307727698e-10,0.00038206796395557924,0.02410524116874387,0.01846623392224797,0.0016548092046390743,0.008267353230563886
-0.0010619548391760105,4.556071002832196e-144,0.0028872669644880414,0.06328805480616297,0.033115528864665116,0.02330952026474105,0.002335943024875817,3.8946106619741295e-09
-0.0009292104842790092,3.007699513438793e-40,0.009271522410998217,0.0031711724924934196,0.04129669443697707,0.026965623982187128,0.0015876392212837533,0.024108429715964483
-0.0007964661293820079,0.081575346481899,0.019950828158034725,0.0001936624212174787,0.027241107221336065,0.047504833607947314,0.009942286557113718,0.024956602405101252
-0.0006637217744850065,2.664046726253838e-07,0.023558473005418457,0.14160782059193605,0.03973061152761288,0.04527244071268935,0.028379165431832155,0.05011055002770761
-0.0005309774195880053,9.507932625408326e-93,0.06669194292516327,0.004023050491901625,0.03509279033985741,0.058643148692568266,0.027644812080141655,0.05185311444186955
-0.00039823306469100397,9.874774627091795e-39,0.08203293907994647,0.2106382795280464,0.04375770109424963,0.06184085318387334,0.07117932491994447,0.06591591955187139
-0.00026548870979400263,0.026725820115864884,0.07801960142232128,0.005451027166650976,0.0431225264619026,0.05606234285743562,0.07449506287040734,0.11148354909871705
-0.00013274435489700131,2.173869454313845e-160,0.20284440053005132,0.0006592357768372436,0.055677773256124004,0.0968974183238561,0.16957557353036692,0.12578177961265036
0.0,0.11632700027723739,0.1018049267102247,0.12399644749847256,0.03188315529252588,0.0541843088884921,0.10980178423803068,0.07147447489326052
0.00013274435489700131,3.469751472736769e-56,0.16835037189147908,0.025306174651353566,0.06289323733130155,0.10880818788070434,0.21187839114503673,0.13595608016848587
0.00026548870979400263,4.92951995574557e-31,0.07323239680234074,0.03017975066056262,0.03795671638959118,0.057149024162644224,0.08427980989962044,0.0978834229950111
0.00039823306469100397,2.5210548312957663e-88,0.06939269764985549,0.017852726198668505,0.03821074561191913,0.0654342473225389,0.0935987359898053,0.10467508854839987
0.0005309774195880053,3.749630341462217e-25,0.04825876342336404,0.10025425001207935,0.036889345080635,0.05901723663277473,0.057159453917593625,0.025704341303466736
0.0006637217744850065,1.68209969431681e-244,0.03317362854526639,0.09613002004575996,0.04713909499991862,0.04686645194983246,0.019213954082864033,0.053384083091697274
0.0007964661293820079,7.388930270465882e-10,0.00925146825561893,0.018076779952378146,0.03183145410027872,0.04558635098876738,0.020522268111024828,0.02023435039641899
0.0009292104842790092,0.06596337759152286,0.003460140575612628,0.10359658290094947,0.029224463015177043,0.026214531434275372,0.010062612516179008,9.383777455373169e-05
0.0010619548391760105,6.069664443333153e-109,0.006190746532820633,0.0006969841146571613,0.03342987416708316,0.024106072184299946,0.0008990116753114735,0.0159869677084798
0.0011946991940730118,0.02239118102907877,1.59560606605525e-42,1.282273516266433e-06,0.0292488662284283,0.014573425559185128,0.003549171420801204,0.007391790535867506
0.001327443548970013,0.0012893204329838253,0.001069037203016428,0.023848539193048315,0.022741933032429478,0.010421626880090209,0.00023967703620411522,2.4066847497964764e-05
0.0014601879038670144,0.05333532416466782,7.242809917270663e-43,0.009856288834045952,0.02226709006099783,0.008513259761479796,8.402776592543627e-73,7.95206089675595e-32
0.0015929322587640159,0.06424142872607791,6.352615127347971e-206,4.5228905350305755e-68,0.017527504295243492,0.004961806962124161,1.0660005705443988e-199,0.0012771597773445877
0.0017256766136610172,0.01023303891070663,6.301593502221164e-79,0.004371960856531554,0.01310568733639921,0.003043997834831906,0.0,1.4357705114230816e-43
0.0018584209685580185,0.05493606432717221,0.0,1.7886353194000483e-21,0.008861686752014528,0.0027689058813728223,0.0001496926399852464,0.0
0.0019911653234550197,2.252958584423802e-128,0.0,0.0,0.01026969799997387,0.0009748976547261536,0.0,0.0
0.002123909678352021,5e-324,0.0,0.0,0.006998216828217456,0.0008959447600803155,0.0,0.0
0.0022566540332490223,0.0,0.0,0.0,0.005652756803436963,8.69267691324192e-52,0.0,0.0
0.0023893983881460236,0.0,0.0,0.0,0.0048146526284482795,0.00023658243929220888,0.0,0.0
0.002522142743043025,0.0,0.0,0.0,0.0032612058481367094,0.0,0.0,0.0
0.002654887097940026,0.0,0.0,0.0,0.0030785583398890387,0.0001524873819664193,0.0,0.0
0.0027876314528370275,0.0,0.0,0.0,0.003913447017764051,0.0,0.0,0.0
0.0029203758077340288,0.03463810893937292,0.0,0.0,0.0021821698068290327,1.891409690527316e-49,0.0,1e-322
0.00305312016263103,0.0,0.0,0.0,0.0010870686160455697,0.0,0.0,0.0
0.0031858645175280318,0.0,0.0,0.0,0.0006522411696273418,0.0,0.0,0.0
0.003318608872425033,0.011140077855224058,0.0,0.0,0.0015321237087858128,0.0,0.0,0.0
0.0034513532273220343,0.011649354596172548,0.0,0.0,0.0008704108773417748,0.0,0.0,0.0
0.0035840975822190356,0.010519019107761724,0.0,0.0,0.0019785017679588793,0.0,0.0,0.0
0.003716841937116037,0.01149614499296185,0.0,0.0,0.0006558465863405389,0.0,0.0,0.0
0.003849586292013038,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.0039823306469100395,3.174701224869337e-150,0.0,0.0,0.0006522411696273418,0.0,0.0,0.0
0.004115075001807041,0.0,0.0,0.0,0.0006522411696273418,0.0,0.0,0.0
0.004247819356704042,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.004380563711601043,0.0,0.0,0.0,0.00021741372320911395,2.830403453890115e-88,0.0,0.0
0.004513308066498045,0.0,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
0.0049115411311890485,0.011344780703151933,0.0,0.0,0.0002238342525100971,0.0,0.0,0.0
0.00504428548608605,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.005442518550777054,3.248384770533782e-300,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
0.005575262905674055,0.0,0.0,0.0,0.0004348274464182279,0.0,0.0,0.0
0.005708007260571056,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.0058407516154680575,0.0,0.00012908396918109543,1.4596917740506101e-202,0.0,0.0,0.0,0.0
0.005973495970365059,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.00610624032526206,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.006238984680159061,0.011690002724549509,0.0,0.0,0.0,0.0,0.0,0.0
0.0063717290350560635,0.011690002724549509,0.0,0.0,0.0,0.0,0.0,0.0
0.006504473389953065,0.011690002724549509,0.0,0.0,0.0,0.0,0.0,0.0
0.006902706454644069,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.00703545080954107,0.0,0.0,0.0,0.00021741372320911395,0.0,0.0,0.0
0.007433683874232074,0.011690002724549509,0.0,0.0,0.0,0.0,0.0,0.0
0.011548758876039114,0.011690002724549509,0.0,0.0,0.0,0.0,0.0,0.0
