,S_0,S_1,S_2,S_3,S_4,S_5,S_6
S_0,0.0,0.05051582356953452,33.54538793589591,0.9087383203918664,0.46079087555813864,27.288038738547854,0.03767181442607602
S_1,0.05051582356953451,0.0,33.59590375946544,0.9592541439614009,0.511306699127673,27.33855456211739,0.08818763799561052
S_2,33.54538793589591,33.59590375946544,0.0,32.63664961550404,33.084597060337764,7.8940498777812,33.507716121469834
S_3,0.9087383203918664,0.959254143961401,32.63664961550404,0.0,0.4479474448337278,26.37930041815599,0.8710665059657903
S_4,0.46079087555813864,0.5113066991276731,33.084597060337764,0.4479474448337278,0.0,26.82724786298972,0.4231190611320626
S_5,27.288038738547847,27.33855456211739,7.894049877781198,26.37930041815598,26.82724786298971,0.0,27.25036692412177
S_6,0.03767181442607602,0.08818763799561054,33.507716121469834,0.8710665059657903,0.4231190611320626,27.250366924121778,0.0
