,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,1.190754027653042e-06,0.006339243119425861,0.0,0.04418200945102775,0.08582135372594739,0.5778993208361376,0.27941793574769386,1.3791714805588474e-08,0.006338932574025128,0.0
S_1,0.0,0.0,0.012286914737234792,1.6837869786280787e-21,0.0,2.8228071364984514e-17,0.3683177660744577,0.4962491447564891,0.12313473656848915,1.1437863329271488e-05,1.2668739179565774e-35,0.0
S_2,0.0,0.0,3.5744871753253424e-27,1.2748162169905071e-12,0.0,5.531375755121587e-06,0.011098037832628926,0.926078688704487,0.05535037029400503,0.007467371791849112,4.6720744892914733e-26,0.0
S_3,0.0,0.0,2.6363177251149277e-11,7.103821139231767e-19,0.0,0.0001824878139715423,0.3256289862093326,0.5350496862934668,0.12890608516752802,0.010232393414459922,3.610748779856086e-07,0.0
