,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,0.0,2.3903511053378904e-05,0.00011951755526689452,0.0012406739984533537,0.9966080100068617,0.0019122808841510026,9.561404421351562e-05,0.0,0.0,0.0
S_1,0.0,0.0,0.0,2.2425984584085894e-27,7.187307544318753e-30,0.9605568407598495,0.03944315486425981,4.375890739930984e-09,5.54353916006738e-31,0.0,0.0,0.0
