,S_0,S_1,S_2,S_3
S_0,0.0,328.35977629877084,240.34762465089955,243.26655524712143
S_1,328.3597762987708,0.0,321.2169891264036,314.2476554183409
S_2,240.34762465089955,321.21698912640363,0.0,242.4718037363859
S_3,243.26655524712143,314.24765541834097,242.4718037363859,0.0
