,S_0,S_1,S_2,S_3,S_4
S_0,0.0,191.37142944642028,294.05824012920175,369.21853628630157,277.61989502230324
S_1,191.37142944642028,0.0,213.34495671163404,447.2498663640841,237.0170566086641
S_2,294.0582401292017,213.34495671163398,0.0,505.47609023758577,229.00762922599048
S_3,369.21853628630157,447.24986636408397,505.47609023758577,0.0,515.484112893955
S_4,277.6198950223032,237.017056608664,229.00762922599043,515.484112893955,0.0
