,S_0,S_1,S_2,S_3
S_0,0.8492356715358045,0.136513836109755,0.014213030470144274,3.746188429637967e-05
S_1,5.556088184579748e-08,0.15349368714327746,0.7990706167349613,0.047435640560879413
S_2,0.021844281805944634,0.012030189219902253,0.9371650748763071,0.028960454097845954
S_3,0.5145227971669045,1.54629387249012e-08,0.00039661740462191723,0.4850805699655348
