,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,1.9039160869858524e-08,0.0007841601772515946,0.0,0.0036817258820381186,0.05444389304090363,0.8467065435130985,0.0867717889349929,0.006827710087386294,0.0007841593251680683,0.0
S_1,0.0,0.0,0.008420824106123328,6.290828167800376e-13,0.0,0.019409463002289733,0.249013552588501,0.5746321912996539,0.14605689298098098,0.0024670668707419616,9.151080118116904e-09,0.0
