lag,acf,lower,upper
1,0.08549445910419076,0.07589992482873188,0.09508899337964964
2,0.08538381490220902,0.07571940571493671,0.09504822408948133
3,0.0893466474090573,0.07961304370842098,0.09908025110969362
4,0.10128404041642212,0.09147523008987402,0.11109285074297023
5,0.07682184362354182,0.06691722619951661,0.08672646104756702
6,0.07437507441675431,0.06441575766654047,0.08433439116696816
7,0.08163672479912412,0.0716264089450801,0.09164704065316814
8,0.07417342112055361,0.06410200434529127,0.08424483789581595
9,0.07420777414891506,0.06408619550952958,0.08432935278830055
10,0.07901945932471068,0.06884792006468296,0.08919099858473839
11,0.07381006622195921,0.0635821725650919,0.08403795987882652
12,0.08057175012321455,0.07029493995431528,0.09084856029211381
13,0.06910512845071258,0.05877033116381207,0.07943992573761309
14,0.06149844699258331,0.051121199931646766,0.07187569405351986
15,0.06569324522174977,0.05528250211146478,0.07610398833203476
16,0.0700669168755571,0.0596180835225979,0.08051575022851631
17,0.07616983505791272,0.06567783887342746,0.08666183124239799
18,0.05964629916300017,0.049103521425944874,0.07018907690005546
19,0.05760064565013387,0.047026849374034424,0.06817444192623331
20,0.0563042881790576,0.04570164630263252,0.06690693005548268
21,0.06095020344325339,0.05032007287754319,0.07158033400896358
22,0.05835345118918652,0.04769119853026123,0.06901570384811181
23,0.059940447915390625,0.049248836719014505,0.07063205911176675
24,0.05859680653493863,0.04787430535455291,0.06931930771532435
25,0.05029088959165343,0.03953895071360441,0.06104282846970246
26,0.042280064137864844,0.031506492945854656,0.05305363532987503
27,0.05205665973798212,0.04126782512604452,0.0628454943499197
28,0.053310214911567726,0.04249828299907077,0.06412214682406468
29,0.06091802712363476,0.050081925013710726,0.0717541292335588
30,0.05707712705205126,0.04620954485040703,0.06794470925369549
31,0.05560814441036127,0.04471300160487056,0.06650328721585198
32,0.05277707349921413,0.041855834817698556,0.0636983121807297
33,0.046237367653475546,0.035292675861997955,0.05718205944495314
34,0.039421785912539226,0.02845912718020013,0.05038444464487832
35,0.03469618089026426,0.023720480096726754,0.04567188168380176
36,0.056738966132337705,0.04575317329176537,0.06772475897291004
37,0.04004961088833451,0.029036874983139557,0.05106234679352946
38,0.04741976082366902,0.0363936255278484,0.05844589611948964
39,0.04394708788777825,0.0329021951354292,0.0549919806401273
40,0.04728124206407862,0.03622026396713767,0.058342220161019566
41,0.04024388484600206,0.029164317269709084,0.05132345242229504
42,0.03640216108151732,0.025309145393954444,0.0474951767690802
43,0.04448399137729253,0.033379984684682715,0.05558799806990235
44,0.03185850422966163,0.02073810466227183,0.04297890379705144
45,0.04830373522125822,0.03717493691269336,0.059432533529823084
46,0.03554396096591618,0.02439587920201297,0.04669204272981939
47,0.03105439278487951,0.01989588361610476,0.04221290195365426
48,0.038270248746463474,0.02710378654136733,0.04943671095155962
49,0.03446563728356459,0.023287107499213942,0.045644167067915235
50,0.03153922648964009,0.020350918799751108,0.04272753417952907
51,0.03015749740505168,0.018961008332367905,0.04135398647773546
52,0.03590882001188671,0.024704855932486496,0.04711278409128692
53,0.044150247065996476,0.03293569354232195,0.055364800589671
54,0.030318670645057794,0.01908812807360116,0.04154921321651443
55,0.034278967697833465,0.02304089292789563,0.0455170424677713
56,0.032147822058056934,0.020900126171345887,0.04339551794476798
57,0.026996736835335954,0.015740585743687002,0.038252887926984905
58,0.032127725882238084,0.020865615898934688,0.04338983586554148
