,S_0,S_1,S_2,S_3,S_4,S_5,S_6
-0.007171365209960318,0.0,0.0,0.0,0.0002459917438497406,0.0,0.0,0.0
-0.005320690317067333,1.070697110504655e-93,0.0,0.0001165325744637247,4.6754706513700126e-188,0.0,0.0,2.1510060512506206e-21
-0.004626687232232463,0.0,0.0,0.0,0.00026589039210996734,9.028666310204191e-05,0.0,0.0
-0.004279685689815028,0.0,0.0,0.0,0.0004919834876994812,0.0,0.0,0.0
-0.004164018509009217,0.0,0.0,0.0,0.0007379752315492218,0.0,0.0,0.0
-0.004048351328203406,0.0,0.0,0.0,0.0004919834876994812,0.0,0.0,0.0
-0.003932684147397594,0.0,0.0,0.0,0.0007379752315492218,0.0,0.0,0.0
-0.003817016966591782,0.0,0.0,0.0,0.0007379752315492218,0.0,0.0,0.0
-0.003585682604980159,0.0,0.0,0.0,0.0007379752315492218,0.0,0.0,0.0
-0.0034700154241743475,0.0,0.0,0.0,0.0009839669753989623,0.0,0.0,0.0
-0.003354348243368536,0.0,0.0,0.0,0.0007379752315492218,0.0,0.0,0.0
-0.0032386810625627243,0.0,0.0,0.0,0.0012299587192487029,0.0,0.0,0.0
-0.0031230138817569127,0.0,0.0,0.0,0.0009839669753989623,0.0,0.0,0.0
-0.003007346700951101,0.0,0.0,0.0,0.0002459917438497406,0.0,0.0,0.0
-0.0028916795201452896,0.0,0.0,0.0,0.0019708532137212766,9.706710918196255e-05,0.0,0.0
-0.002776012339339478,0.0,0.0,0.0,0.0034438844138963685,0.0,0.0,0.0
-0.0026603451585336664,7.328220495834332e-279,0.0,0.00011668690123400823,0.0022135999221174277,0.0,0.0,0.0
-0.002544677977727855,0.0,0.0,0.0,0.003935867901595849,2.5780320308174126e-186,0.0,0.0
-0.0024290107969220432,0.0,0.0,0.0,0.002784743628456188,6.675159445547287e-05,0.0,0.0
-0.0023133436161162316,1.3895119444480339e-120,0.0,0.00010411358962059956,0.0042080752143695225,0.0,0.0,2.3218591112275102e-127
-0.00219767643531042,0.0,0.0,0.0,0.004342087315538438,0.0002307142520331391,0.0,0.0
-0.0020820092545046085,5e-324,0.0,0.0,0.005405569387422744,0.0006901255202790169,0.0,5e-324
-0.001966342073698797,6.613702643149641e-257,0.0,2.249714219096426e-303,0.009595347878664102,0.0004904975154970858,0.0,2.0659430980375814e-215
-0.0018506748928929853,1.3695057621484507e-49,0.0,0.00013419285116122984,0.012665981223398732,0.0010738240380928914,0.0,0.00017978715399860753
-0.0017350077120871737,0.00035542490053178826,0.0,5.902880014107432e-07,0.01299535546198971,0.0017563099559479247,0.0,1.1142367366909141e-82
-0.0016193405312813621,7.189272839082736e-38,0.0,0.0007880075760250311,0.011715992398898555,0.003694567068637592,0.0,1.3840593588085507e-71
-0.0015036733504755506,0.0002277843217703579,0.0,0.0008900675618535418,0.011425208483283556,0.005741768740050519,0.0,5.8144577734013395e-28
-0.001388006169669739,5.085642418709106e-18,0.0,0.0017915047586833785,0.019182348171789532,0.007332782280890452,0.0,8.779781402759919e-10
-0.0012723389888639274,0.004365125145386315,0.0,6.30993304935941e-33,0.020860354730496113,0.010226591262827748,0.0,6.630717453829628e-17
-0.0011566718080581158,0.0010293777791470908,0.0005109773331939856,0.00465250456375129,0.020483658408314568,0.014043022923672512,0.0001296338813835741,1.7245991260399112e-10
-0.0010410046272523042,0.003258173506731003,0.001441331949817331,0.007895212904510033,0.028918201899067884,0.01876250688664505,9.464950488098116e-212,0.011974361342339633
-0.0009253374464464927,0.017282990755464047,0.0003218467633230985,0.006138003229610168,0.027904117782176083,0.02361589581222512,0.0014234804486292205,0.010271589279997335
-0.0008096702656406811,0.029001962297920104,0.005129942257926234,0.010508784595732923,0.03050895171546377,0.029648468722848407,0.002709502369163652,0.00034653217760546433
