lag,acf,lower,upper
1,0.0008868468711092311,-0.008707687404349651,0.010481381146568115
2,-0.005318735698586064,-0.01491327752011798,0.004275806122945853
3,0.0036284085916952163,-0.0059664046450792,0.013223221828469633
4,-0.006343729991582623,-0.015938669539244464,0.003251209556079219
5,-0.002196401949216903,-0.011791727584783578,0.00739892368634977
6,-0.003042073988974121,-0.012637445906386796,0.006553297928438555
7,0.014651182689585459,0.005055721990459656,0.024246643388711263
8,0.0035800180660367667,-0.006017501748732673,0.013177537880806207
9,0.009458339303174027,-0.00013930344118596484,0.019055982047534017
10,0.0014501897937231635,-0.008148310963076371,0.011048690550522697
11,0.0033853117723732767,-0.00621320915385631,0.012983832698602864
12,-0.00428678408725995,-0.013885414923775485,0.005311846749255584
13,-0.00012581406183046753,-0.009724621135609688,0.009472993011948752
14,0.0007639234535289969,-0.008834883772056207,0.010362730679114201
15,-0.0017789035499635912,-0.0113777163722238,0.007819909272296616
16,-0.006514353221167067,-0.016113196391728875,0.003084489949394742
17,0.006040080878246705,-0.003559169262226057,0.015639331018719466
18,0.01345299571715712,0.0038533957216865325,0.02305259571262771
19,0.012063175157770346,0.0024618397869861468,0.021664510528554545
20,-0.0022820448326110305,-0.011884775311540094,0.0073206856463180325
21,-0.004137200949535554,-0.013739981351418396,0.005465579452347289
22,0.006167352945878068,-0.0034355915377704844,0.015770297429526618
23,-0.004767164377437617,-0.014370473474582646,0.004836144719707412
24,0.002267314260854681,-0.00733621267859271,0.011870841200302072
25,-0.002948021502333621,-0.012551597718225432,0.006655554713558189
26,-0.007623571031063884,-0.017227230552560178,0.0019800884904324087
27,-0.0037738617965557717,-0.013378078395207209,0.0058303548020956645
28,0.0014671529985393222,-0.008137200107057487,0.01107150610413613
29,-0.0009925384570505275,-0.010596912194110244,0.00861183528000919
30,0.008574452408018646,-0.0010299307712415742,0.01817883558727887
31,-0.00512233193879076,-0.014727419770841056,0.004482755893259535
32,-0.005365260419101731,-0.014970599715377227,0.0042400788771737655
33,-0.00828176478676773,-0.017887379956847346,0.0013238503833118889
34,-0.0001548143731132131,-0.009761086827916798,0.009451458081690371
35,-0.0005517455198090654,-0.010158018204288561,0.009054527164670432
36,0.0009985555173248216,-0.008607720084383201,0.010604831119032845
37,0.006106214520454257,-0.0035000706363919097,0.015712499677300425
38,-0.008330411312481242,-0.017937053765498232,0.001276231140535749
39,-0.006036955606651214,-0.015644263017384696,0.003570351804082267
40,0.007929575128231744,-0.0016780814824589752,0.017537231738922465
41,0.0016422702636374614,-0.00796598879086165,0.011250529318136575
42,-0.0030057176246074953,-0.012614002519062502,0.006602567269847511
43,-0.0021981206297229413,-0.011806492080007926,0.007410250820562042
44,-0.0034928796878859474,-0.013101297429538528,0.006115538053766634
45,-0.004530286258731058,-0.014138820885855007,0.0050782483683928905
46,-0.009728338755998975,-0.019337070007556315,-0.0001196075044416333
47,-0.00544783882149116,-0.015057476720889801,0.0041617990779074816
48,0.008673851832725373,-0.0009360703705946979,0.018283774036045444
49,-0.0006642718167776367,-0.01027491468876393,0.008946371055208657
50,0.0005796173911689623,-0.009031029707376141,0.010190264489714067
51,-0.00562808140878712,-0.015238731725271983,0.003982568907697745
52,-0.0018691975657363596,-0.01148015127756275,0.00774175614609003
53,0.000842272059807487,-0.008768715117029677,0.010453259236644651
54,-0.003313921808189482,-0.012924915779948002,0.006297072163569039
55,-0.005688758036889006,-0.015299857195541222,0.00392234112176321
56,0.0038839506419369833,-0.005727458474580092,0.013495359758454058
57,-0.0022534795156915976,-0.011865033111257499,0.0073580740798743025
58,-0.009398075595345255,-0.019009677827189566,0.00021352663649905693
59,-0.008383995259289128,-0.01799644337504687,0.0012284528564686144
60,0.004604430923102334,-0.005008690325265934,0.014217552171470601
61,0.003251527451569442,-0.0063617968130085835,0.012864851716147468
62,0.003315861627410629,-0.00629756387591613,0.012929287130737387
63,0.002290651385754634,-0.007322879401008571,0.01190418217251784
64,0.0064133668198028135,-0.0032002142106748585,0.016026947850280485
65,-0.007408679625654772,-0.01702265450161768,0.002205295250308135
66,0.0010500559271800758,-0.008564444499428652,0.010664556353788802
67,-0.006282727175239064,-0.015897238158973606,0.0033317838084954777
68,-0.0006028893604900728,-0.010217778271697972,0.009011999550717827
69,0.00606989194212346,-0.0035450004490799793,0.0156847843333269
70,-0.004102666043224718,-0.013717911176549455,0.005512579090100019
71,0.004353102452384491,-0.005262303825679145,0.013968508730448127
72,0.0002662542995186726,-0.009349333393814545,0.00988184199285189
73,-0.0020252481056415093,-0.011640836477654973,0.007590340266371953
74,0.0001500729190560798,-0.009465554719938736,0.009765700558050898
75,0.0007528702016409038,-0.00886275765296685,0.010368498056248659
76,0.006961509249781128,-0.0026541240312071375,0.016577142530769393
77,-0.013047408518599557,-0.02266350574430878,-0.0034313112928903346
78,0.00919323663176809,-0.00042449011762453123,0.01881096338116071
79,0.006948605237985021,-0.0026699304098110645,0.016567140885781106
80,-0.001065171959933289,-0.010684169694659896,0.008553825774793317
81,-0.007380618916109652,-0.016999627509019847,0.002238389676800543
82,0.004064474718352593,-0.005555055178825336,0.013684004615530522
83,0.00565934663677924,-0.0039603413485180365,0.015279034622076516
84,-0.0043034545241878944,-0.013923448996785642,0.005316539948409853
85,0.0061237405379926824,-0.003496431150801312,0.01574391222678668
86,-0.0025324120136411927,-0.01215294253383378,0.007088118506551395
87,-0.00084253266916439,-0.010463124553704503,0.008778059215375722
88,0.0016180269343781077,-0.008002571742500979,0.011238625611257195
89,0.0051085913141020334,-0.004512032413290229,0.014729215041494296
90,-0.006008990045132118,-0.015629863485582384,0.003611883395318147
91,-0.007786440026984745,-0.01740765895185492,0.0018347788978854331
92,0.0014735261569294763,-0.00814827284073118,0.011095325154590132
93,-0.0012076498007258447,-0.010829469571746499,0.008414169970294809
94,0.005137456297068663,-0.004484377427102946,0.014759290021240273
95,0.001931098714576004,-0.007690987520729481,0.011553184949881489
96,-0.004628851848400894,-0.014250973760572355,0.004993270063770567
97,-0.003929273385604711,-0.013551600281263846,0.005693053510054423
98,-0.00728031423722942,-0.016902788835730084,0.002342160361271243
99,0.0002867835186446082,-0.009336198128740708,0.009909765166029925
100,0.0012946016399629052,-0.008328380794190071,0.010917584074115881
