,S_0,S_1,S_2,S_3
S_0,0.0,267.9299391574352,226.18124440242588,228.79211527175246
S_1,267.9299391574352,0.0,295.37545842599457,302.1220848857046
S_2,226.18124440242588,295.37545842599457,0.0,267.4906600082068
S_3,228.79211527175246,302.1220848857046,267.4906600082068,0.0
