,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.0010010145344351712,0.0,4.2725775909154933e-07,2.7853567696180013e-07,0.11866166711074061,0.7006530720445405,0.17968275003759826,7.904532374948751e-07,2.6011352726587955e-11,5.367931337333157e-16,0.0
S_1,0.0,0.0,3.985515907682981e-27,0.0,2.1670647399488424e-16,3.3206417521379917e-15,0.20428207375061003,0.7118643344901885,0.08057027011819791,0.003283321641000102,1.1450667783132208e-19,3.80680405293156e-25,0.0
S_2,0.0,0.0,6.497201324891217e-47,0.0,9.163307906259825e-09,7.970594084039486e-20,0.014004274473288298,0.9701543522142113,0.015715072510645075,7.400606647167285e-05,5.222362289028192e-05,6.194918549372946e-08,0.0
S_3,0.0,0.0,9.030490266570801e-28,0.0,0.029264831957416942,0.05853333368039098,0.3045890310342393,0.3611663066851644,0.1528816377081774,0.05930458961279303,0.028407792865501054,0.005852476456317097,0.0
