,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8
S_0,0.0,0.0,1.1574474621424628e-170,0.0007679909781564256,0.9983518001426259,0.0008802088792176449,1.8702946900901847e-83,0.0,0.0
S_1,0.0,0.0,6.924063376107025e-208,0.00022827565240933904,0.9997448106888215,2.691365876905206e-05,5.883339934640172e-69,0.0,0.0
S_2,0.0,0.0,6.047077044057969e-10,0.09090073976950029,0.8387199057728301,0.06934265474605708,0.0010366991069049756,0.0,0.0
S_3,0.0,0.0,4.138851230794322e-121,0.003132134110282382,0.9930589562603275,0.003808909629390211,9.831058190021225e-67,0.0,0.0
S_4,0.0,0.0,1.7573411210302704e-167,0.005528999838749978,0.990946461709418,0.0035245384518318786,4.789204509906554e-70,0.0,0.0
S_5,0.0,0.0,0.0011359864664627608,0.057736541448952,0.855604331784636,0.08452843131898363,0.000994708980965568,0.0,0.0
S_6,0.0,0.0,3.3786676649465355e-148,0.0008080456404731374,0.9985042327873771,0.0006877215721498056,4.8857119659105276e-79,0.0,0.0
