,0
0,1.0
1,0.007093413842934242
2,0.005315751981512806
3,0.00743222766168589
4,0.004970886445599132
5,0.00346222109042429
6,0.004532152563655721
7,0.008610429422532583
8,0.0024571360291311623
9,0.003997963819198073
10,0.007936489816983016
11,0.005932925579894107
12,0.005767691374686272
13,0.002892242973388357
14,0.0032724646343395645
15,0.0027806446507196497
16,0.004538564812043428
17,0.006852500271837988
18,0.0015105492371322768
19,0.00338470189103137
20,0.0015111472364167206
21,0.0023412206052487263
22,0.002188109008238371
23,0.0025460131849414586
24,0.0015696575652425786
25,0.001474985055034307
26,0.0023856143186834046
27,0.003371868119833602
28,0.0015749547186075313
29,0.007843949460268118
30,0.0019280369878862751
31,0.0032991307033826854
32,0.003035350712449459
33,0.0039288101060218445
34,0.0026895016146686324
35,0.0008041724129595239
36,0.0038300983258872387
37,-0.0004927312283742746
38,-0.0002677332784198882
39,0.0017664791354050355
40,0.0012577766383747287
41,-0.0003684786281273958
42,0.00037841402854088763
43,1.2966526712833872e-05
44,0.0006787513431847002
45,0.0020100556120623246
46,0.0012123213174316467
47,0.002058022102336903
48,0.002870424580367953
49,0.0019234412984450576
50,-0.00041450381599938437
51,0.0001236081726650715
52,0.0019103018098073493
53,0.00015179909235529113
54,0.0006557222218108506
55,0.007482756910083498
56,0.0014709601197240246
57,-6.969850149478965e-05
58,0.0002853279514975922
59,9.872185101822114e-05
60,-0.00024932882378554623
61,0.0005069525269680095
62,0.0011979167201646766
63,0.0008552779749750105
64,-0.0002738817327072296
65,0.0011838480200210596
66,0.003272162199849294
67,0.0016273359054831704
68,3.7110383666447444e-05
69,0.001975291241066635
70,0.002958323470063935
71,0.0011955988948376955
72,0.001230053554835709
73,0.0003745865854771617
74,0.0006696624298995125
75,0.002261958551777993
76,0.004066367734738733
77,0.0012045894886615976
78,0.0006409376807400762
79,0.0023460884579009325
80,-1.3561940708455993e-05
81,0.00030789208970902974
82,0.001102150026489384
83,-0.00036621795186860776
84,-0.0013421729580831087
85,-0.0011740822633235994
86,0.0009426255539484199
87,-0.00011900947944853138
88,-0.0015884886115648603
89,-0.0006493411606344226
90,-0.000813901392926234
91,0.002142082116509486
92,-0.00018622317407496417
93,0.00235574568653565
94,0.022072901090368757
95,0.0002511777692373745
96,-2.7356640938402334e-06
97,-0.0012618824814237836
98,-0.000616998439540807
99,-6.7664183001957e-05
100,-0.0010378112635036545
