,S_0,S_1,S_2,S_3,S_4
S_0,0.0,242.73954490925976,325.78120887071617,359.7443927497032,222.94194502477347
S_1,242.73954490925976,0.0,318.3075705711738,391.4985344984331,259.614598509012
S_2,325.7812088707163,318.30757057117387,0.0,430.25676894131396,308.11825577104054
S_3,359.7443927497032,391.49853449843306,430.2567689413138,0.0,440.54852273087414
S_4,222.94194502477347,259.61459850901196,308.1182557710404,440.548522730874,0.0
