,S_0,S_1,S_2,S_3,S_4
S_0,0.0,114.60544925980842,136.57569817978975,130.39451012497182,101.6883148576774
S_1,114.60544925980842,0.0,138.86869386821508,134.65154329403975,105.7948178927888
S_2,136.57569817978973,138.86869386821505,0.0,127.23261630651264,138.2091028424711
S_3,130.39451012497182,134.65154329403975,127.23261630651265,0.0,136.31474968191776
S_4,101.68831485767737,105.79481789278877,138.2091028424711,136.31474968191773,0.0
