,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,3.2860052414084556e-105,0.0,0.0003031415953160907,0.000502921665261842,0.030883704327628315,0.9365601866260785,0.030253989898678696,0.0008694666085063578,0.0006265892240916559,5.4438378169789344e-11,0.0
S_1,0.0,0.0,0.0010689690646761038,0.0,0.0043150789195448005,0.008981273931630151,0.1289971660333851,0.6760279982108109,0.1727934805031049,0.003530731162237544,0.0032163332948606026,0.0010689688797498303,0.0
S_2,0.0,0.0,6.352215973525698e-60,0.0,6.303074870521658e-45,1.4779011148399912e-08,0.4616816511313362,0.34970915670039887,0.11782756562304644,0.07078161176620744,5.351807613205813e-45,5.558194133128033e-71,0.0
