lag,acf,lower,upper
1,-0.01566126448063535,-0.025255798756094232,-0.0060667302051764654
2,-0.0036710679584360017,-0.013267955246724975,0.005925819329852973
3,0.007993719229845361,-0.0016032973289132318,0.017590735788603956
4,-0.003198097723322987,-0.012795727190329384,0.00639953174368341
5,-0.004160208653381649,-0.013757936219496184,0.005437518912732887
6,0.00025016280090974223,-0.009347730764349142,0.009848056366168628
7,0.004829064185301573,-0.0047688299801867855,0.014426958350789932
8,0.007096913975328003,-0.0025012038524343415,0.016695031803090347
9,-0.0035686030877203566,-0.01316720396302181,0.006029997787581096
10,0.001710841480391719,-0.007887881528069974,0.011309564488853412
11,0.005747262661612767,-0.003851488417549123,0.015346013740774656
12,0.011089596965195753,0.0014905291131537476,0.02068866481723776
13,-0.003364097914318823,-0.01296434506442104,0.006236149235783395
14,0.0038616617816120066,-0.005738693886091287,0.0134620174493153
15,-0.010629008177464597,-0.02022950683518178,-0.0010285095197474156
16,-0.0014385979575588302,-0.011040179831082294,0.008162983915964633
17,-0.010192477385181973,-0.019794079100613718,-0.0005908756697502286
18,0.010757623735496073,0.0011550260618918527,0.020360221409100293
19,0.0016909645568099444,-0.007912742461918391,0.011294671575538281
20,0.0007188879344112235,-0.00888484649231326,0.010322622361135706
21,0.008402448367307422,-0.001201291013119693,0.018006187747734537
22,0.0038626110077312264,-0.005741805084630058,0.01346702710009251
23,0.008092370314723688,-0.0015121887774754896,0.017696929406922864
24,0.007883429874465058,-0.0017217568534815732,0.01748861660241169
25,-0.0011347000939935902,-0.010740482427767277,0.008471082239780098
26,-0.0021586445864571037,-0.011764439259145401,0.0074471500862311945
27,0.0017490323175298175,-0.007856807010742631,0.011354871645802267
28,0.0014776531118392963,-0.008128215532620255,0.011083521756298849
29,0.011667553827817844,0.0020616642588304895,0.0212734433968052
30,0.00153465522141628,-0.008072538836345658,0.01114184927917822
31,0.0002178816416934345,-0.009389334982992529,0.009825098266379397
32,-0.0037998310401090654,-0.013407048119669415,0.005807386039451284
33,0.0027503286216369704,-0.006857026806800486,0.012357684050074428
34,0.001323616409998721,-0.008283811497319464,0.010931044317316905
35,-0.004958858405739706,-0.014566303099728523,0.004648586288249112
36,0.003863153121408935,-0.005744527184899191,0.01347083342771706
37,0.0022273851699124185,-0.007380438127778713,0.01183520846760355
38,0.0013239426545327883,-0.00828392817803413,0.010931813487099708
39,0.005662784761808187,-0.003945102864931272,0.015270672388547648
40,-0.0035369095811993412,-0.013145104444607902,0.006071285282209219
41,0.004671690048590936,-0.004936624668450166,0.014280004765632038
42,-0.010709110148347953,-0.020317633960507616,-0.0011005863361882896
43,-0.004498847749429203,-0.014108470246268554,0.005110774747410148
44,0.0019115725989986725,-0.007698243780818291,0.011521388978815635
45,0.001388263969351707,-0.008221587414129556,0.01099811535283297
46,0.0003905233196495418,-0.009219346525664515,0.010000393164963598
47,0.0029487118185318436,-0.0066611594876947065,0.012558583124758393
48,0.004257616201366818,-0.005352338394887045,0.01386757079762068
49,-0.003504197756948303,-0.013114325995513305,0.006105930481616699
50,0.004640933763666134,-0.004969312098147816,0.014251179625480084
51,-0.005753435818315019,-0.01536388798970067,0.0038570163530706313
52,0.0036184423805221515,-0.005992326858092463,0.013229211619136766
53,-1.2690445355024267e-05,-0.009623585093383177,0.009598204202673127
54,-0.0013918449531392558,-0.011002739602709952,0.00821904969643144
55,-0.0065368594601222085,-0.016147772664877505,0.0030740537446330898
56,-0.006755842709214903,-0.016367165186118398,0.0028554797676885917
57,0.006964246011550678,-0.002647513598592821,0.016576005621694177
58,0.003699433911819233,-0.005912790195001188,0.013311658018639655
59,-0.013622469306649553,-0.023234824479907556,-0.00401011413339155
60,0.005045131936764808,-0.004569000245063794,0.01465926411859341
61,-0.001378111536035726,-0.010992487430058762,0.00823626435798731
62,-0.006396594686260422,-0.016010988764518036,0.003217799391997192
63,0.00201923334538218,-0.007595552488008946,0.011634019178773306
64,-0.004380366229355831,-0.013995191100096178,0.005234458641384516
65,0.004535403616657436,-0.005079604959987071,0.014150412193301945
66,0.0013941697963168566,-0.008221035716529521,0.011009375309163235
67,-0.0034388051164946213,-0.013054029238217154,0.0061764190052279126
68,0.0028160426297872613,-0.0067992947061496795,0.012431379965724203
69,-0.004214590910895903,-0.013830004167498536,0.00540082234570673
70,0.00048363642404651835,-0.009131946886557395,0.01009921973465043
71,0.003017248076739818,-0.006598337473152929,0.012632833626632565
72,0.005055274189718839,-0.004560398515138593,0.014670946894576271
73,-0.0030296707944692694,-0.012645588153163988,0.006586246564225448
74,-0.004388057365064365,-0.014004062594840572,0.005227947864711842
75,-2.463841159997418e-05,-0.009640827970320976,0.009591551147121026
76,-0.003767633603015994,-0.013383823167548256,0.005848555961516268
77,0.001743192072420458,-0.007873133379463916,0.011359517524304832
78,-0.007557311762671385,-0.017173666303534337,0.0020590427781915673
79,0.012292901781641618,0.0026760005274492245,0.02190980303583401
80,-0.002986040300345501,-0.012604387955845656,0.006632307355154654
81,0.00369976057886638,-0.005918672413507704,0.013318193571240464
82,0.0029712629557315053,-0.006647301041608131,0.012589826953071141
83,-0.00022506926996882377,-0.009843717759743742,0.009393579219806096
84,0.003678683050277261,-0.005939965924301595,0.013297332024856116
85,0.005311400778506232,-0.0043073777097218215,0.014930179266734286
86,-0.002200542443340354,-0.01181959091674788,0.007418506030067173
87,-0.00825913829501312,-0.017878233110352786,0.0013599565203265447
88,0.0029515799488087457,-0.006668167648773758,0.01257132754639125
89,0.003261502642980475,-0.00635832832105831,0.012881333607019261
90,0.001965593396064258,-0.007654339359946614,0.011585526152075129
91,0.009342943273029756,-0.00027702645407454846,0.01896291300013406
92,0.005739475324573429,-0.0038813296644127472,0.015360280313559606
93,0.002665260343604482,-0.006955859836272615,0.01228638052348158
94,0.006217341649800752,-0.003403846497357689,0.015838529796959194
95,-0.004416277486109967,-0.014037835478657362,0.005205280506437427
96,0.00022075249750297374,-0.00940099209472286,0.009842497089728808
97,-0.010651800176162742,-0.020273545234623942,-0.0010300551177015414
98,-0.002383444950578991,-0.012006275473170723,0.007239385572012742
99,0.0023805019722621325,-0.007242382894627877,0.012003386839152141
100,0.003939103579454178,-0.005683835497307054,0.013562042656215408
