,S_0,S_1,S_2,S_3
S_0,0.0,123.46925529586463,81.65276330410846,102.49494838147679
S_1,123.46925529586466,0.0,133.53515303545342,126.45307286260676
S_2,81.65276330410845,133.5351530354534,0.0,106.8875728059044
S_3,102.49494838147679,126.45307286260675,106.88757280590441,0.0
