,S_0,S_1,S_2,S_3,S_4
S_0,0.0,217.88841082009532,311.14336422282804,302.67843377439164,191.26781440954142
S_1,217.88841082009526,0.0,343.773896241374,374.1586990329095,264.4757396431897
S_2,311.143364222828,343.7738962413741,0.0,411.6963316542598,262.9497944782838
S_3,302.67843377439164,374.15869903290957,411.69633165425984,0.0,365.2807174270181
S_4,191.26781440954142,264.47573964318974,262.9497944782838,365.2807174270181,0.0
