,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.00023908117542131605,0.00023906696666536054,0.0,0.0004781144066630407,0.0028687087275836164,0.06191079640156578,0.8627840415560465,0.06478649671356083,0.005020240395595197,0.0009562561350926478,0.0004781623394977472,0.0002390351823082314
S_1,0.0,2.8372579915636456e-05,0.0001919429923755707,0.0,0.0006086759017893779,0.00339548172762821,0.136604987289968,0.7921985745689906,0.05951373645010929,0.005940684837955671,0.0009028251383776819,5.687576202465271e-05,0.0005578427508652399
