,S_0,S_1,S_2,S_3
S_0,0.899312328521545,0.10068767147845506,0.0,0.0
S_1,0.0,0.8359450171891574,0.16405498281084274,6e-323
S_2,0.014644765087065933,0.0,0.9134080443558721,0.07194719055706203
S_3,0.04886316334390595,3.126527902222298e-273,0.0212681818585618,0.9298686547975323
