,S_0,S_1,S_2,S_3
S_0,0.0,279.12059329894635,190.85636826661104,229.38224278817927
S_1,279.12059329894635,0.0,276.55614931851665,275.58569500133217
S_2,190.856368266611,276.55614931851653,0.0,219.69152299578414
S_3,229.38224278817927,275.58569500133217,219.69152299578417,0.0
