,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,4.780571756382063e-05,2.3902858781910316e-05,0.0,0.0001434171526914619,0.0022946744430633902,0.9945501481977245,0.0024619944545367627,0.00038244574051056506,4.780571756382063e-05,0.0,4.780571756382063e-05
