,S_0,S_1,S_2,S_3,S_4
S_0,0.0,240.42788664646827,232.66365675806654,362.0421514156682,236.7729580549094
S_1,240.42788664646827,0.0,336.12302068257975,366.8918682172164,291.14685816921957
S_2,232.66365675806657,336.12302068257986,0.0,516.2759671214429,215.52140158606812
S_3,362.04215141566823,366.8918682172164,516.2759671214427,0.0,480.06365489524774
S_4,236.77295805490942,291.14685816921957,215.52140158606807,480.06365489524774,0.0
