,S_0,S_1,S_2,S_3
S_0,0.0,308.8553988140718,188.1450662237558,251.53670546916143
S_1,308.8553988140718,0.0,292.4137272080007,288.21345061451325
S_2,188.1450662237558,292.4137272080007,0.0,262.22757602465657
S_3,251.53670546916143,288.21345061451325,262.22757602465657,0.0
