,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11,O_12
S_0,0.0,0.0,0.0,0.00023908227337237283,0.0004777353450512248,0.0021515322624128938,0.04350220015817259,0.9070122570108988,0.043509505537455556,0.0026295814636543946,0.00047810594898215646,0.0,0.0
S_1,0.0,0.0,0.0,2.0497381143902173e-05,0.004876534421201623,0.0025301088074499672,0.12510970146442527,0.8200866647793683,0.04280468781879206,0.003870627231052916,0.0007011780965660527,0.0,0.0
