,S_0,S_1,S_2,S_3
S_0,0.0,135.0117619235166,75.19232873035442,103.20941842589377
S_1,135.0117619235166,0.0,136.06399063237816,127.16232541159762
S_2,75.19232873035442,136.06399063237816,0.0,112.44878029499925
S_3,103.20941842589377,127.16232541159762,112.44878029499925,0.0
