,0
0,1.0
1,0.005652140531091227
2,6.569957007044923e-05
3,-0.002387592810217432
4,-0.0013791470527970107
5,0.0033825030322202744
6,-0.004229536305801239
7,-0.0005058026878925465
8,0.0034542332382632
9,-0.001506236374801068
10,-0.0039118731144549
11,-0.004676743582192108
12,0.00014032182124391621
13,0.0034449937866684694
14,-0.0004455191836226003
15,0.0021960265286974363
16,-0.0008403452858758406
17,-0.0027673670553344876
18,0.019637225763133925
19,0.00714738009305255
20,0.005622086424886034
21,-0.006329531884263666
22,-0.005898647047784965
23,0.0017641875773720154
24,-0.0027953905952854056
25,-0.004468827712221673
26,-0.00018238214295846717
27,-0.0008289795518957222
28,-0.00023351741100243
29,-0.004752747272086239
30,-0.0016957046176900629
31,-0.001473880163218065
32,0.011983265567555407
33,0.005157034883085519
34,0.0041962632844420875
35,-0.0010284647111007048
36,0.0031273451216829234
37,-0.00285990478572801
38,-0.004137861728014383
39,-0.001464317505182198
40,0.00035393118533532346
41,-0.0007658595878194793
42,-0.00490143038667528
43,0.0004944952275563245
44,0.0028965764758451143
45,0.012144778838842874
46,0.0015048625884383005
47,-0.0035232397143806922
48,0.003988274523628002
49,-0.002088687791327787
50,0.0004246194259606287
51,-0.003966847011713106
52,-0.0032363713295635553
53,-0.002024699352324914
54,-0.000602794589094133
55,-0.0017325225747070077
56,-0.0005944244522958808
57,-0.0002237134726785112
58,0.005546094578396832
59,-0.004713013542460347
60,0.005433326005619921
61,-0.002967401941554818
62,-0.0014210999992054683
63,0.004648521154530661
64,-0.00016720691195671185
65,-0.001215150507965478
66,0.003088009960795381
67,-0.00356409413855913
68,-0.00040251960213114047
69,-0.002459768046233007
70,0.0005638557323647089
71,0.0027463848605767623
72,-0.0010367649456262732
73,-0.002761790041938382
74,0.009049887818905441
75,-0.0020132249173439917
76,0.0035137087927295803
77,-0.0015054823148218203
78,-0.001349977754336195
79,-0.0017076166568346987
80,0.004470335151202958
81,-0.0038395982421522276
82,-0.0011917330097008334
83,-0.0008953231771794915
84,-0.002418343137562687
85,0.0016755908890058846
86,0.006011285383647171
87,-0.0001708746966819229
88,-0.004621626082450878
89,0.00016523970914180622
90,-0.002005629050989648
91,0.005844772568936394
92,0.0040986967765924125
93,-0.0029777541310453187
94,-0.004254689711056321
95,0.0007311079072061364
96,-0.0038900754675489347
97,0.0003675028151901161
98,-0.0021552372597975636
99,-0.0023392306452410428
100,-0.003271526514928842
