,S_0,S_1,S_2,S_3
S_0,0.0,470.45247750946373,441.9682189567014,438.8469887155133
S_1,470.45247750946385,0.0,460.90331505914924,445.094969997824
S_2,441.96821895670143,460.90331505914924,0.0,457.0667219839918
S_3,438.8469887155135,445.094969997824,457.0667219839918,0.0
