,S_0,S_1,S_2,S_3
S_0,0.0,134.39647742009512,75.79097720768998,85.3210461457889
S_1,134.39647742009512,0.0,135.0111366645921,128.5641582579017
S_2,75.79097720768996,135.01113666459207,0.0,91.11215394848588
S_3,85.32104614578888,128.56415825790168,91.11215394848588,0.0
