,S_0,S_1,S_2,S_3
S_0,0.0,176.58856025826677,169.6941947337245,170.6695261731634
S_1,176.58856025826677,0.0,168.6355871623234,163.89446031219993
S_2,169.6941947337245,168.6355871623234,0.0,177.6507316898397
S_3,170.66952617316338,163.8944603121999,177.65073168983966,0.0
