,S_0,S_1,S_2,S_3
S_0,0.0,67.33582515334928,79.02020017378464,23.829566537761256
S_1,67.33582515334928,0.0,98.33937663226546,81.36273274273559
S_2,79.02020017378466,98.33937663226547,0.0,75.69934918239659
S_3,23.829566537761256,81.36273274273559,75.69934918239657,0.0
