,S_0,S_1,S_2,S_3,S_4,S_5,S_6
S_0,0.0,0.11587856192500723,57.68491552250674,1.3344217760690436,1.3488750473339608,47.32639118753404,0.06328213187374859
S_1,0.11587856192500723,0.0,57.80024381923674,1.4487669194559936,1.4601697427765534,47.432161013155195,0.17895055683602176
S_2,57.68491552250674,57.80024381923674,0.0,56.35434127916433,56.363077394369256,19.793377817582453,57.621641942923105
S_3,1.3344217760690436,1.4487669194559936,56.35434127916433,0.0,0.1671163208683587,46.03556109613256,1.271295040620947
S_4,1.3488750473339604,1.4601697427765532,56.36307739436924,0.1671163208683587,0.0,45.9894562562606,1.2868198806196223
S_5,47.32639118753404,47.432161013155195,19.793377817582453,46.03556109613256,45.98945625626062,0.0,47.266335827132735
S_6,0.06328213187374859,0.17895055683602176,57.621641942923105,1.271295040620947,1.2868198806196223,47.266335827132735,0.0
