,S_0,S_1,S_2,S_3,S_4
S_0,0.0,231.1644375249119,283.6119896642766,329.1354702837279,240.4477252271768
S_1,231.1644375249119,0.0,245.83950646716747,377.87818197892705,292.835542826818
S_2,283.6119896642767,245.83950646716747,0.0,501.0345465671719,241.33356223988724
S_3,329.13547028372795,377.87818197892705,501.0345465671719,0.0,486.77713726279154
S_4,240.44772522717685,292.835542826818,241.33356223988724,486.77713726279154,0.0
