,S_0,S_1,S_2,S_3
S_0,0.0,42.82268781238335,81.42998117812229,65.09161368436142
S_1,42.822687812383336,0.0,41.65147506689906,82.50969190950495
S_2,81.42998117812226,41.65147506689906,0.0,119.70206168324266
S_3,65.09161368436142,82.50969190950497,119.70206168324269,0.0
